protocol,connection_time,latency_avg,latency_min,latency_max,latency_mdev,packet_loss,jitter,throughput,file_transfer_time,cpu_usage_h1,mem_usage_h1,cpu_usage_h2,mem_usage_h2
L2TP,3.231506824493408,62.839999999999996,60.3,71.7,3.642581502176719,0.0,3.2947368421052645,,0.13471460342407227,3.6,48.53,3.1,48.5
PPTP,3.9999454021453857,66.07500000000002,61.2,83.7,5.605521831194666,0.0,5.784210526315789,,0.14792609214782715,4.0,48.53,3.6,48.53
L2TP,4.108922958374023,63.89,60.6,77.6,4.8799487702229,0.0,4.063157894736841,,0.146287202835083,2.8,48.58,3.6,48.58
PPTP,3.2901101112365723,63.98000000000002,60.2,74.2,4.235280392134623,0.0,2.936842105263157,,0.1465296745300293,3.7,48.6,2.6,48.6
L2TP,3.3386294841766357,64.96000000000001,60.2,82.2,5.176040958106882,0.0,4.563157894736843,,0.12428712844848633,3.1,48.42,2.1,48.45
PPTP,3.911656141281128,62.32000000000001,60.2,70.0,2.529940710767744,0.0,2.2947368421052623,,0.13408112525939941,3.0,48.45,3.2,48.42
L2TP,4.366957664489746,64.28,60.2,83.2,5.33447279494422,0.0,4.9157894736842085,,0.126295804977417,2.1,48.48,2.1,48.48
PPTP,4.370351791381836,64.215,60.7,74.0,3.4657286391176103,0.0,2.9999999999999987,,0.15291643142700195,2.5,48.53,1.8,48.53
L2TP,3.2739272117614746,64.99,60.2,76.1,5.304516943134406,0.0,5.989473684210522,,0.12733769416809082,2.3,48.55,3.0,48.53
PPTP,3.914738893508911,66.87,60.5,81.7,5.410369673136948,0.0,6.215789473684211,,0.12938523292541504,2.7,48.55,2.7,48.55
L2TP,3.7007558345794678,63.575,60.7,76.0,3.675986262215897,0.0,3.4368421052631586,,0.1447305679321289,2.7,48.6,3.0,48.6
PPTP,4.20679497718811,67.635,60.6,90.9,6.996804627828336,0.0,8.405263157894739,,0.1529221534729004,3.4,48.65,3.3,48.63
L2TP,4.604874134063721,64.695,60.6,78.1,4.757780469925025,0.0,5.152631578947367,,0.12727928161621094,2.0,48.45,2.0,48.45
PPTP,4.33140230178833,63.425,60.7,73.2,3.0180912842390977,0.0,2.1947368421052627,,0.13039445877075195,2.2,48.5,3.7,48.5
L2TP,3.9360294342041016,63.66500000000002,60.7,71.5,3.7191766561969075,0.0,4.373684210526316,,0.12881851196289062,2.5,48.5,2.9,48.5
PPTP,3.8188540935516357,65.97000000000001,60.7,94.3,7.6981231478848136,0.0,6.873684210526315,,0.1262986660003662,2.7,48.55,3.3,48.55
L2TP,4.020669937133789,63.19,60.2,70.0,2.994979131813776,0.0,3.1315789473684204,,0.1283118724822998,2.5,48.58,2.3,48.58
PPTP,3.6634554862976074,63.1,60.7,78.1,4.456455991031437,0.0,3.6894736842105247,,0.1385514736175537,3.7,48.6,2.9,48.6
L2TP,4.199777841567993,66.975,60.7,99.2,8.81515031068671,0.0,8.010526315789473,,0.14934587478637695,2.9,48.63,3.1,48.65
PPTP,3.8391120433807373,65.47,60.7,76.6,4.478738661721622,0.0,5.542105263157891,,0.13750147819519043,3.0,48.45,2.5,48.45
L2TP,3.5107810497283936,63.545000000000016,60.7,75.6,3.332637844110877,0.0,3.0842105263157884,,0.12781500816345215,2.1,48.5,3.3,48.5
PPTP,4.847177267074585,64.17,60.3,74.5,3.9857370711074265,0.0,4.026315789473683,,0.1288292407989502,3.3,48.53,3.0,48.53
L2TP,3.6849751472473145,64.345,60.6,83.7,5.1121888658381955,0.0,4.947368421052633,,0.12679171562194824,3.4,48.55,2.4,48.55
PPTP,3.2105438709259033,68.26500000000001,60.7,80.9,7.142707819867756,0.0,6.2368421052631575,,0.14322280883789062,3.0,48.63,3.3,48.63
L2TP,3.066570997238159,66.805,60.7,95.0,9.356092934553397,0.0,9.947368421052628,,0.14114022254943848,2.5,48.63,2.3,48.63
PPTP,4.628759145736694,65.96000000000001,60.2,86.8,6.457197534534623,0.0,5.78421052631579,,0.2408924102783203,3.4,48.98,3.6,48.98
L2TP,3.1492674350738525,66.76500000000001,60.7,85.7,7.395557788294268,0.0,7.1789473684210545,,0.1288306713104248,3.3,49.01,2.3,49.01
PPTP,3.4174487590789795,65.705,60.7,77.1,4.872317210527245,0.0,3.7263157894736834,,0.12627291679382324,4.1,48.81,2.7,48.81
L2TP,3.386789083480835,65.97,61.2,94.0,7.934551026995793,0.0,8.268421052631577,,0.14779114723205566,3.3,48.86,3.6,48.86
PPTP,4.899657487869263,64.60499999999999,60.7,79.2,5.0252835740881325,0.0,4.626315789473685,,0.14276528358459473,2.7,48.88,2.0,48.88
L2TP,3.3990681171417236,64.02,60.7,72.5,3.5220164678774575,0.0,3.7052631578947377,,0.1497023105621338,2.7,48.93,2.5,48.91
PPTP,3.7217519283294678,65.275,60.4,76.7,5.005184811772688,0.0,6.089473684210526,,0.13138127326965332,2.3,48.93,3.0,48.93
L2TP,3.8418352603912354,64.53999999999999,60.7,78.1,4.985920175855203,0.0,5.173684210526315,,0.1273806095123291,3.3,48.96,3.4,48.96
PPTP,4.065629243850708,65.255,60.5,84.3,5.377961974577358,0.0,4.268421052631578,,0.1293494701385498,2.5,48.98,2.8,48.96
L2TP,4.159394264221191,63.920000000000016,60.3,67.9,2.6307033280094534,0.0,2.7736842105263166,,0.12883973121643066,2.6,48.81,2.6,48.81
PPTP,3.709597587585449,63.415,60.7,80.2,4.1225325953835705,0.0,2.9421052631578934,,0.12883877754211426,1.0,48.83,2.0,48.81
L2TP,4.881903648376465,64.50500000000002,60.7,74.1,4.4726362472260135,0.0,4.636842105263156,,0.13037872314453125,2.8,48.88,3.1,48.88
PPTP,4.080602645874023,65.365,60.7,81.7,4.981392877499225,0.0,4.75263157894737,,0.17995452880859375,2.8,48.91,4.0,48.91
L2TP,3.0826358795166016,61.885000000000005,60.3,67.4,1.9491729015148964,0.0,1.8842105263157878,,0.13292479515075684,2.6,48.96,4.6,49.01
PPTP,3.677570104598999,66.81500000000001,60.1,92.0,7.600149669578883,0.0,7.415789473684209,,0.12479734420776367,4.1,49.06,3.5,49.06
L2TP,4.252295255661011,65.72,60.2,74.6,4.594409646516079,0.0,4.505263157894737,,0.1319425106048584,1.8,49.09,2.5,49.06
PPTP,3.478099822998047,63.65500000000001,60.5,72.0,2.946773659445191,0.0,2.552631578947369,,0.1360611915588379,3.2,49.09,3.9,49.06
L2TP,4.306070566177368,66.63,60.2,80.7,6.0808798705450515,0.0,6.810526315789476,,0.13086986541748047,3.0,48.91,2.7,48.91
PPTP,3.9994606971740723,64.63,60.2,85.9,6.496006465514024,0.0,6.4526315789473685,,0.1284012794494629,2.0,48.91,1.5,48.91
L2TP,3.9773008823394775,63.165,61.1,69.0,1.960172186314252,0.0,2.6789473684210505,,0.12882733345031738,3.1,48.93,2.5,48.93
PPTP,3.4326179027557373,63.53000000000001,60.6,70.4,2.6907433917042343,0.0,3.410526315789474,,0.12526249885559082,2.3,48.96,2.1,48.96
L2TP,4.637185573577881,64.46,60.7,75.0,3.608933360426597,0.0,3.83684210526316,,0.1356201171875,1.7,49.01,2.0,49.03
PPTP,4.554879426956177,62.260000000000005,60.7,70.5,2.5484112697914356,0.0,2.599999999999998,,0.1371135711669922,4.2,48.65,3.5,48.63
L2TP,3.3615806102752686,64.78999999999999,60.7,99.1,8.249357550742966,0.0,6.29473684210526,,0.12837743759155273,2.5,48.65,3.3,48.65
PPTP,4.693612813949585,65.435,60.7,81.2,5.1805670539044275,0.0,6.321052631578948,,0.13040828704833984,2.8,48.68,2.0,48.68
L2TP,4.518214464187622,63.624999999999986,60.7,71.1,3.36271839439463,0.0,3.2947368421052627,,0.13145136833190918,3.2,48.76,3.0,48.76
PPTP,4.4929540157318115,65.24,60.7,77.6,4.324627151558849,0.0,5.794736842105262,,0.12885689735412598,3.1,48.63,3.4,48.63
L2TP,4.647547960281372,66.06500000000001,60.7,84.2,5.379709564651238,0.0,4.905263157894738,,0.12482404708862305,3.3,48.68,2.3,48.68
PPTP,3.57157039642334,69.965,60.7,142.0,17.388711136826675,0.0,12.284210526315787,,0.15045809745788574,2.2,48.7,2.3,48.7
L2TP,3.5047643184661865,64.44500000000001,60.7,77.1,4.3567734620932494,0.0,5.1684210526315795,,0.1437211036682129,3.2,48.73,3.3,48.73
PPTP,3.169409990310669,65.97,60.7,86.9,6.792208771820843,0.0,7.794736842105264,,0.130875825881958,2.5,48.58,2.8,48.6
L2TP,3.5578856468200684,67.585,60.6,95.6,9.872956750639595,0.0,12.742105263157896,,0.14214754104614258,3.2,48.58,2.8,48.58
PPTP,4.3524394035339355,63.88000000000001,60.3,73.5,3.873577158131744,0.0,3.4578947368421047,,0.14822006225585938,3.5,48.65,2.4,48.65
L2TP,4.240920543670654,64.035,60.7,74.0,3.833963354024137,0.0,3.5315789473684216,,0.1302950382232666,2.3,48.68,2.8,48.68
PPTP,4.883643388748169,66.86000000000001,60.7,85.7,5.877278281653847,0.0,5.889473684210527,,0.1390683650970459,3.0,48.7,2.8,48.7
L2TP,4.708168268203735,66.42,60.4,81.2,6.131280453543124,0.0,6.747368421052631,,0.1416151523590088,3.2,48.76,3.2,48.76
PPTP,3.970183849334717,66.73500000000001,60.7,90.4,6.952429431500906,0.0,5.505263157894735,,0.12572932243347168,3.2,48.73,2.3,48.73
L2TP,4.545170783996582,63.77,60.7,70.9,3.28254474455414,0.0,3.342105263157896,,0.13087844848632812,3.2,48.6,2.5,48.58
PPTP,3.0456459522247314,65.26499999999999,60.2,74.5,4.406276772968307,0.0,5.415789473684211,,0.1260056495666504,3.3,48.63,3.0,48.6
L2TP,4.171602487564087,65.50000000000001,60.2,95.0,8.01691960792922,0.0,4.5894736842105255,,0.13065385818481445,2.7,48.78,3.2,48.78
PPTP,4.170828104019165,64.99499999999999,60.7,78.1,4.812013611784572,0.0,5.473684210526315,,0.1380453109741211,2.8,48.78,3.2,48.81
L2TP,3.2452096939086914,65.085,61.2,74.0,3.4389351549571274,0.0,2.9368421052631577,,0.13694047927856445,3.1,48.83,3.3,48.83
PPTP,4.576634168624878,63.01500000000001,60.7,66.3,1.7542163492568397,0.0,1.7736842105263138,,0.1397538185119629,2.7,48.88,2.0,48.88
L2TP,4.184329271316528,64.53999999999999,60.7,74.0,4.04554075495477,0.0,3.95263157894737,,0.12945914268493652,2.8,49.06,2.3,49.06
PPTP,4.28588080406189,64.98499999999999,60.7,78.1,4.886437864129657,0.0,4.652631578947369,,0.12689709663391113,3.1,48.96,3.3,48.96
L2TP,4.863540410995483,64.76,60.3,79.7,5.118632629912016,0.0,3.2578947368421054,,0.1262660026550293,2.8,48.76,3.2,48.76
PPTP,3.098118305206299,66.64500000000001,60.7,88.3,6.708388405571042,0.0,6.594736842105261,,0.13603997230529785,2.9,48.78,2.5,48.78
L2TP,3.0202505588531494,66.88000000000001,60.8,90.9,8.4983292475639,0.0,8.163157894736845,,0.14073681831359863,3.5,48.83,2.5,48.83
PPTP,4.148302316665649,64.785,60.6,79.6,6.062447937920785,0.0,5.368421052631576,,0.12738323211669922,2.0,48.83,1.5,48.83
L2TP,3.241163969039917,63.904999999999994,60.7,74.6,3.827593891728849,0.0,3.289473684210525,,0.1293318271636963,2.2,48.86,2.2,48.86
PPTP,4.4460670948028564,64.42,60.7,72.5,3.826565039300914,0.0,2.5157894736842117,,0.12743449211120605,3.4,48.91,3.5,48.91
L2TP,3.2713308334350586,64.095,60.7,72.0,3.2134833125441933,0.0,2.336842105263158,,0.15596318244934082,2.5,48.98,2.2,48.96
PPTP,3.0203306674957275,67.76500000000001,60.7,104.0,10.190450186326412,0.0,9.38421052631579,,0.1339404582977295,3.8,48.78,2.9,48.78
L2TP,3.3026187419891357,68.745,60.7,93.9,9.828096204250343,0.0,10.889473684210525,,0.12788724899291992,2.2,48.83,3.3,48.83
PPTP,4.410465717315674,62.815,60.4,66.9,1.8940102956425562,0.0,1.8052631578947373,,0.13098478317260742,2.8,48.86,3.2,48.86
L2TP,3.6944937705993652,64.33500000000001,60.7,81.7,5.744151373353596,0.0,6.489473684210526,,0.12890028953552246,3.4,48.88,3.2,48.91
PPTP,3.5039801597595215,66.68500000000002,60.7,79.1,5.290678122887461,0.0,5.794736842105262,,0.13811039924621582,3.0,48.96,3.0,48.96
L2TP,4.236732482910156,70.445,60.4,91.7,9.02366195067169,0.0,11.915789473684208,,0.1279008388519287,1.5,48.98,2.0,48.96
PPTP,4.165594100952148,64.08,60.1,99.1,8.73542214206045,0.0,4.19473684210526,,0.1309337615966797,2.3,48.91,2.8,48.91
L2TP,4.289813041687012,66.645,60.7,85.2,7.265430131795364,0.0,8.426315789473682,,0.14317679405212402,3.3,48.96,3.2,48.96
PPTP,3.0289416313171387,64.64500000000001,60.7,86.3,6.788481052488839,0.0,6.826315789473682,,0.13239693641662598,2.7,48.78,3.6,48.78
L2TP,4.06656289100647,63.96500000000001,60.6,79.1,5.617230189337089,0.0,5.74736842105263,,0.12627768516540527,3.3,48.86,3.8,48.81
PPTP,3.49067759513855,62.76500000000001,60.7,74.1,3.8316151946666035,0.0,1.5263157894736834,,0.1426403522491455,2.4,48.81,2.7,48.81
L2TP,3.0306973457336426,66.725,60.4,101.0,9.71086376178762,0.0,9.221052631578944,,0.13350915908813477,3.3,48.86,3.0,48.86
PPTP,3.837493419647217,64.095,60.2,76.1,4.119645008978321,0.0,3.884210526315787,,0.1590285301208496,2.5,48.88,3.3,48.88
L2TP,3.064887523651123,65.745,60.4,80.7,5.392909697000311,0.0,5.936842105263157,,0.12628936767578125,3.6,48.93,2.1,48.93
PPTP,3.148078441619873,63.30999999999999,60.7,71.0,3.234949767770745,0.0,2.9000000000000004,,0.13753509521484375,4.0,48.91,3.8,48.91
L2TP,4.4430296421051025,65.85499999999999,60.5,81.7,5.088857926883007,0.0,5.621052631578948,,0.13181328773498535,2.7,48.76,3.1,48.76
PPTP,3.9753618240356445,66.595,60.7,88.9,7.511888910254197,0.0,7.873684210526314,,0.12478804588317871,2.5,48.81,2.0,48.81
L2TP,3.2331387996673584,65.19000000000001,60.6,106.0,9.884781231772404,0.0,6.705263157894737,,0.13909292221069336,2.7,48.83,3.1,48.81
PPTP,3.3167498111724854,73.75500000000001,60.7,230.0,36.28522392103982,0.0,21.852631578947367,,0.1386268138885498,3.8,48.86,2.2,48.86
L2TP,3.022423505783081,65.59,60.4,74.3,4.0252825987749,0.0,4.573684210526317,,0.1262950897216797,2.6,48.91,2.8,48.91
PPTP,3.3814117908477783,65.96,60.7,78.4,5.8602389029799795,0.0,5.910526315789473,,0.12795782089233398,2.5,48.93,3.5,48.93
L2TP,3.3246748447418213,65.905,60.7,84.9,5.933672977170212,0.0,5.605263157894736,,0.12865972518920898,1.8,48.96,2.2,48.96
PPTP,4.007341384887695,63.175,60.7,66.9,1.7483921184905866,0.0,1.873684210526317,,0.1283552646636963,2.9,49.01,3.0,49.01
L2TP,3.337428569793701,67.2,60.7,98.0,8.574730316458938,0.0,8.226315789473684,,0.14571046829223633,2.7,48.86,3.4,48.86
PPTP,3.8257689476013184,62.495000000000005,60.7,64.8,1.5131011202163573,0.0,1.5894736842105253,,0.12933588027954102,3.0,48.86,2.8,48.86
L2TP,4.641202211380005,66.91499999999999,60.7,88.9,6.309221425817928,0.0,6.878947368421055,,0.13039016723632812,3.3,48.91,2.8,48.91
PPTP,4.544156074523926,63.735,60.2,73.1,3.234853165137484,0.0,3.168421052631578,,0.13497424125671387,3.3,48.91,3.4,48.91
L2TP,4.6209752559661865,65.38000000000001,60.7,86.9,6.18923258570883,0.0,5.673684210526315,,0.1314225196838379,2.3,48.98,3.3,48.98
PPTP,4.2484331130981445,68.08500000000001,60.7,93.9,9.408096247381827,0.0,8.210526315789473,,0.1283578872680664,2.5,49.01,2.2,49.01
L2TP,3.4725253582000732,65.45500000000001,60.3,85.8,6.287406062916567,0.0,4.5,,0.12735414505004883,3.1,49.01,2.9,49.01
PPTP,3.261850595474243,66.03999999999999,60.2,79.5,5.604319762468948,0.0,6.010526315789472,,0.1375727653503418,3.0,48.83,2.1,48.86
L2TP,4.532247066497803,67.525,60.7,103.0,9.465087162831624,0.0,9.22105263157895,,0.12686538696289062,2.2,48.86,3.2,48.86
PPTP,4.3733885288238525,65.66999999999999,60.7,76.7,5.241383405170813,0.0,4.694736842105262,,0.12984919548034668,2.9,48.88,3.2,48.88
L2TP,3.2155420780181885,65.11500000000001,60.3,78.6,4.164045508877154,0.0,3.35263157894737,,0.13715672492980957,3.3,48.96,2.6,48.96
PPTP,4.887656927108765,66.295,60.7,94.0,7.817254952987015,0.0,6.063157894736842,,0.13085460662841797,2.4,48.98,2.0,49.01
L2TP,4.783586263656616,63.084999999999994,60.6,74.6,3.4275756738546255,0.0,3.457894736842104,,0.12724685668945312,2.8,49.03,2.9,49.01
PPTP,4.340467214584351,63.65999999999999,60.6,83.8,5.037400123079364,0.0,4.136842105263156,,0.13780593872070312,3.3,49.06,2.8,49.01
L2TP,4.211021184921265,65.93000000000002,60.7,81.2,5.15588013824992,0.0,4.905263157894737,,0.1426687240600586,4.1,48.86,2.5,48.83
PPTP,4.863064765930176,63.05499999999999,60.6,67.8,2.1067688530068964,0.0,2.2421052631578937,,0.12982869148254395,2.7,48.91,1.5,48.91
L2TP,4.636074066162109,62.81500000000001,60.3,70.4,3.2045709541216283,0.0,3.9684210526315793,,0.13899660110473633,2.8,48.93,3.2,48.93
PPTP,4.535511493682861,65.42,60.6,83.8,6.290675639388825,0.0,4.8473684210526296,,0.12992262840270996,2.3,48.93,2.6,48.93
L2TP,4.141953468322754,64.125,60.7,69.9,2.6379679679632217,0.0,2.4210526315789482,,0.12778687477111816,2.6,48.96,2.8,48.96
PPTP,3.316791296005249,68.00000000000001,60.5,118.0,12.951061732537607,0.0,9.015789473684212,,0.13359642028808594,3.0,49.01,3.9,49.03
L2TP,3.769843101501465,64.785,60.7,76.6,4.307003018341176,0.0,5.452631578947369,,0.12739133834838867,3.2,49.06,3.7,49.06
PPTP,3.2748453617095947,63.69500000000001,60.6,74.5,3.386808970107407,0.0,2.663157894736841,,0.12678098678588867,1.9,49.03,2.5,49.03
L2TP,3.4480772018432617,65.685,60.3,82.2,6.762564232596982,0.0,5.905263157894738,,0.12531495094299316,3.0,48.88,2.9,48.86
PPTP,4.043701648712158,63.875,60.7,72.0,3.6242068097723124,0.0,4.152631578947368,,0.1487870216369629,3.0,48.93,3.5,48.91
L2TP,4.310220718383789,67.77,60.8,99.6,8.800062499778056,0.0,8.757894736842108,,0.14056634902954102,2.9,48.93,3.0,48.96
PPTP,4.37848424911499,68.06,60.7,97.6,8.629217809280282,0.0,9.415789473684212,,0.12882089614868164,20.0,49.01,3.6,48.98
L2TP,4.242003917694092,65.52,60.7,72.5,3.3990586932267,0.0,4.526315789473686,,0.12626099586486816,2.7,49.01,3.1,49.01
PPTP,3.6947405338287354,65.52000000000001,60.6,76.5,4.6371974294825975,0.0,6.936842105263161,,0.13601899147033691,3.6,49.03,3.6,49.03
L2TP,3.911857843399048,63.654999999999994,60.4,75.0,3.9722128593518247,0.0,3.5105263157894715,,0.12781429290771484,1.9,49.06,2.6,49.06
PPTP,4.154256582260132,64.11500000000001,60.7,71.9,3.2968583530385422,0.0,3.96842105263158,,0.13155055046081543,2.7,48.91,3.4,48.91
L2TP,3.220200777053833,66.79499999999999,60.9,78.7,5.30381702173067,0.0,4.294736842105263,,0.1276247501373291,4.8,49.29,13.7,49.14
PPTP,4.140772342681885,64.83000000000001,60.4,88.6,6.847853678343309,0.0,6.552631578947368,,0.14345860481262207,2.3,49.29,3.5,49.31
L2TP,4.857446670532227,65.67,60.3,89.1,6.422624074317287,0.0,5.3894736842105235,,0.12781071662902832,3.0,49.31,2.7,49.31
PPTP,4.714154005050659,65.1,60.3,72.5,3.294237392781522,0.0,3.810526315789474,,0.1296396255493164,2.8,49.34,3.0,49.36
L2TP,4.340410232543945,65.4,60.7,73.7,3.5008570379265698,0.0,4.210526315789473,,0.1311202049255371,2.3,49.29,3.7,49.29
PPTP,3.8603029251098633,62.235000000000014,60.5,68.1,2.1875271426887473,0.0,2.0684210526315785,,0.13204669952392578,3.2,49.24,3.4,49.24
L2TP,4.16781759262085,67.86500000000001,60.9,92.1,7.381210944011827,0.0,8.868421052631575,,0.12758517265319824,2.3,49.29,2.9,49.29
PPTP,3.0956428050994873,63.620000000000005,60.8,86.4,5.461922738377028,0.0,3.494736842105265,,0.12775063514709473,2.4,49.34,2.2,49.34
L2TP,4.462913513183594,65.24000000000001,60.4,98.2,10.093631655652985,0.0,8.421052631578947,,0.13200879096984863,3.4,49.26,19.0,49.39
PPTP,3.2838618755340576,64.97,60.2,82.5,5.007404517312337,0.0,4.294736842105261,,0.12577486038208008,3.3,49.39,3.5,49.34
L2TP,4.768773794174194,66.29499999999999,60.4,80.6,6.32095522844451,0.0,5.847368421052631,,0.14200258255004883,2.5,49.42,3.6,49.39
PPTP,4.247439384460449,64.76,60.5,74.7,4.451224550615258,0.0,4.715789473684212,,0.13138937950134277,2.6,49.47,3.4,49.47
L2TP,4.695632696151733,65.11,60.3,81.8,5.566048867913396,0.0,6.463157894736842,,0.12858891487121582,3.0,49.34,2.8,49.34
PPTP,4.759277820587158,65.95,60.2,81.8,6.174423049969932,0.0,6.889473684210528,,0.12806940078735352,4.9,49.36,2.2,49.36
L2TP,3.4527461528778076,63.970000000000006,60.4,77.7,4.272481714413767,0.0,4.584210526315789,,0.13636088371276855,3.6,49.42,3.0,49.42
PPTP,4.288680553436279,67.46000000000001,60.8,86.0,8.61350103035926,0.0,9.847368421052632,,0.13171720504760742,3.0,49.47,2.7,49.44
L2TP,3.114469289779663,64.15,60.4,74.2,4.0538253539095646,0.0,4.005263157894738,,0.13146734237670898,2.0,49.47,2.1,49.47
PPTP,4.850880861282349,69.845,60.4,95.2,9.076038508071681,0.0,9.973684210526315,,0.1270465850830078,2.5,49.49,3.3,49.52
L2TP,4.247883319854736,65.30499999999999,60.6,92.6,7.278494006317514,0.0,6.326315789473684,,0.12657690048217773,3.0,49.54,2.7,49.54
PPTP,4.017307281494141,67.45,60.7,84.5,6.116494093841668,0.0,7.536842105263157,,0.12898945808410645,3.2,49.52,3.1,49.54
L2TP,4.789144992828369,67.56500000000001,60.4,88.0,8.123255197271595,0.0,8.563157894736843,,0.13030195236206055,2.3,49.36,2.8,49.36
PPTP,3.9869120121002197,65.515,60.4,78.2,5.569225709198722,0.0,3.963157894736844,,0.1364133358001709,2.3,49.42,4.7,49.42
L2TP,3.302669048309326,63.660000000000004,60.8,69.5,2.7448861542876433,0.0,2.305263157894737,,0.13220667839050293,3.0,49.44,2.1,49.44
PPTP,3.076871395111084,64.375,60.2,103.0,9.379172404855346,0.0,5.726315789473685,,0.13527679443359375,3.3,49.49,3.5,49.47
L2TP,4.9070844650268555,65.28500000000001,60.6,91.1,6.820650628789015,0.0,5.4789473684210535,,0.12742900848388672,2.7,49.54,3.6,49.54
PPTP,3.912058115005493,65.025,60.8,81.2,4.985165493742411,0.0,5.236842105263159,,0.14398479461669922,3.4,49.57,3.1,49.57
L2TP,4.614620208740234,66.27000000000001,60.8,79.3,4.989098114890105,0.0,5.205263157894739,,0.12892866134643555,3.3,49.59,3.0,49.59
PPTP,4.69257926940918,71.07500000000002,60.7,144.0,18.101405332183464,0.0,13.21052631578947,,0.12897443771362305,3.6,49.44,2.5,49.44
L2TP,4.285825967788696,63.46999999999999,60.2,74.5,3.7885485347293617,0.0,3.4368421052631555,,0.12875866889953613,3.2,49.44,2.7,49.44
PPTP,3.082345485687256,62.935,60.3,69.0,2.926649107768133,0.0,2.4894736842105276,,0.13949060440063477,3.0,49.47,3.0,49.47
L2TP,3.2772622108459473,65.285,60.5,86.2,6.737230514091082,0.0,4.1421052631578945,,0.12932515144348145,2.2,49.52,3.2,49.52
PPTP,3.204329490661621,66.09,61.1,81.2,5.126002341006099,0.0,4.536842105263158,,0.1293647289276123,2.6,49.54,2.2,49.54
L2TP,3.586975336074829,63.230000000000004,60.7,83.0,4.883758798302798,0.0,3.8894736842105253,,0.1293778419494629,3.5,49.54,2.8,49.54
PPTP,4.0656867027282715,66.57499999999999,60.7,92.4,6.811084715373904,0.0,5.731578947368422,,0.13296985626220703,2.5,49.64,3.2,49.62
L2TP,3.044312000274658,64.78999999999999,60.7,82.7,5.058942577258613,0.0,4.610526315789475,,0.1247551441192627,3.9,49.44,2.8,49.44
PPTP,4.78144383430481,64.8,60.3,78.2,4.782886157959439,0.0,3.4631578947368435,,0.12937068939208984,2.7,49.49,1.3,49.49
L2TP,4.047436714172363,64.52,60.2,78.6,4.78315795265011,0.0,5.126315789473684,,0.1304929256439209,3.3,49.44,2.4,49.42
PPTP,3.80625057220459,68.36,61.2,84.8,6.986515583608183,0.0,7.952631578947367,,0.12728381156921387,3.1,49.47,3.1,49.44
L2TP,4.357067823410034,63.855,60.2,72.0,3.6395707164444557,0.0,3.6105263157894742,,0.1273484230041504,2.4,49.49,1.9,49.49
PPTP,3.6095526218414307,63.464999999999996,60.3,82.3,5.278378065277249,0.0,4.447368421052632,,0.12524938583374023,2.8,49.54,3.6,49.54
L2TP,4.850895404815674,66.72,60.6,85.3,6.565713974884984,0.0,7.257894736842104,,0.12627029418945312,2.8,49.54,3.2,49.52
PPTP,4.61268949508667,63.955000000000005,60.8,68.5,2.4812244960905905,0.0,3.363157894736843,,0.14182090759277344,2.3,49.57,3.0,49.57
L2TP,4.247711420059204,64.99000000000001,60.2,78.1,4.878616607195117,0.0,4.4947368421052625,,0.12708139419555664,3.2,49.36,3.3,49.39
PPTP,4.861780405044556,63.835,60.3,70.9,3.703683976799318,0.0,3.3526315789473706,,0.12829804420471191,3.1,49.42,3.7,49.44
L2TP,3.2056918144226074,65.355,60.5,73.0,3.613236084177175,0.0,4.6684210526315795,,0.1476914882659912,2.8,49.47,3.5,49.47
PPTP,4.866369247436523,64.685,60.7,73.1,4.138511205735704,0.0,3.3473684210526304,,0.1477339267730713,2.0,49.49,3.1,49.47
L2TP,4.051197290420532,65.005,60.8,77.7,4.580554005794497,0.0,3.9736842105263186,,0.12737154960632324,2.3,49.52,3.1,49.52
PPTP,4.32356858253479,65.50500000000001,60.7,88.8,6.388855531313883,0.0,7.157894736842105,,0.14625835418701172,3.5,49.54,2.9,49.54
L2TP,4.2672278881073,63.86,60.3,74.0,3.5565994995219805,0.0,3.6105263157894747,,0.13240694999694824,3.3,49.57,3.5,49.57
PPTP,4.4771575927734375,63.485,60.7,77.1,5.123892563276478,0.0,4.378947368421049,,0.12838125228881836,3.3,49.36,3.0,49.36
L2TP,4.692473649978638,70.02999999999999,60.3,167.0,22.7519691455487,0.0,15.821052631578949,,0.12840914726257324,4.1,49.42,2.2,49.42
PPTP,3.2680249214172363,64.79000000000002,60.7,74.1,4.513634898837077,0.0,4.236842105263157,,0.12628412246704102,3.2,49.47,3.4,49.47
L2TP,3.530883312225342,63.26500000000001,60.7,81.8,4.649653212875127,0.0,3.8157894736842106,,0.13246464729309082,3.0,49.54,2.5,49.54
PPTP,3.117244005203247,65.19500000000001,60.5,80.6,5.528966901691491,0.0,4.315789473684211,,0.1343851089477539,3.3,49.54,4.0,49.54
L2TP,3.830360174179077,62.94500000000001,60.3,70.4,2.958120180114392,0.0,2.473684210526316,,0.13338994979858398,2.7,49.54,2.7,49.54
PPTP,4.172356367111206,64.47,60.7,76.1,4.083760521871968,0.0,4.505263157894736,,0.12782526016235352,3.2,49.57,2.8,49.57
L2TP,3.518784999847412,63.864999999999995,60.7,84.8,5.667651630084545,0.0,4.242105263157895,,0.1258714199066162,2.3,49.39,3.0,49.39
PPTP,3.0689761638641357,63.675,60.6,75.6,3.4528068292332827,0.0,2.8789473684210516,,0.13092255592346191,3.0,49.44,4.2,49.44
