protocol,connection_time,latency_avg,latency_min,latency_max,latency_mdev,packet_loss,jitter,throughput,file_transfer_time,cpu_usage_h1,mem_usage_h1,cpu_usage_h2,mem_usage_h2
PPTP,4.706361293792725,64.235,60.8,84.9,5.319142318080989,0.0,4.752631578947369,,0.1389157772064209,3.6,49.82,3.2,49.85
L2TP,3.864290952682495,65.17999999999999,62.5,78.1,3.512634339068044,0.0,3.2684210526315796,,0.14618396759033203,2.5,49.62,3.5,49.59
PPTP,4.767119407653809,65.40500000000002,60.8,81.0,5.754517790397385,0.0,5.047368421052632,,0.1292710304260254,4.6,49.67,3.2,49.67
L2TP,3.926588296890259,64.31500000000001,60.9,76.2,3.3398016408164133,0.0,2.7052631578947373,,0.13108158111572266,3.8,49.7,2.8,49.7
PPTP,4.5621116161346436,67.015,61.5,95.9,8.072439222440762,0.0,8.526315789473687,,0.1281728744506836,2.7,49.75,4.2,49.75
L2TP,3.9045889377593994,66.06,61.9,79.1,4.403339641681073,0.0,3.5368421052631565,,0.12661504745483398,2.6,49.77,3.6,49.77
PPTP,4.09287691116333,67.095,60.7,75.2,4.462115529656309,0.0,3.7473684210526317,,0.13242125511169434,4.1,49.8,3.5,49.8
L2TP,4.401464462280273,65.28,60.8,79.1,4.343454846087385,0.0,5.036842105263159,,0.1310882568359375,3.1,49.85,2.7,49.85
PPTP,3.109240770339966,63.035000000000004,61.5,67.4,1.3954479567508085,0.0,1.194736842105265,,0.1275930404663086,4.1,49.75,3.5,49.75
L2TP,4.033138036727905,66.07,61.5,77.1,4.765616434418531,0.0,4.610526315789473,,0.14101791381835938,3.8,49.75,3.2,49.75
PPTP,3.6107046604156494,63.94499999999999,61.1,74.2,3.059325906143379,0.0,2.68421052631579,,0.1271817684173584,2.9,49.77,3.1,49.77
L2TP,3.2516729831695557,65.79,61.5,79.0,4.366108106769689,0.0,3.526315789473686,,0.13701701164245605,3.8,49.8,4.3,49.82
PPTP,4.1023454666137695,66.24000000000002,61.5,75.3,3.7617017425627988,0.0,4.010526315789472,,0.12624597549438477,3.1,49.87,3.9,49.87
L2TP,3.875692129135132,64.81,60.8,82.0,4.891104169816872,0.0,4.147368421052632,,0.1348710060119629,3.6,49.92,3.2,49.92
PPTP,3.932901382446289,64.3,60.8,72.2,3.387329331494061,0.0,3.384210526315791,,0.12910842895507812,3.0,49.97,3.4,49.97
L2TP,3.968526601791382,66.08000000000001,60.5,79.5,4.172840759003392,0.0,3.5315789473684194,,0.1305408477783203,3.5,49.72,3.0,49.72
PPTP,3.5220344066619873,64.97999999999999,60.8,75.2,3.696024891691072,0.0,3.978947368421054,,0.13596367835998535,3.3,49.77,3.5,49.77
L2TP,4.886957168579102,64.11,61.5,80.1,4.2112824649980425,0.0,2.3210526315789464,,0.12727904319763184,2.8,49.8,4.1,49.8
PPTP,3.865035057067871,66.97,60.9,86.0,7.151580244952859,0.0,7.73157894736842,,0.13790440559387207,3.2,49.85,3.8,49.85
L2TP,4.2174952030181885,65.235,60.8,80.1,5.642187075948474,0.0,4.399999999999999,,0.1378335952758789,3.5,49.9,3.5,49.87
PPTP,3.7168099880218506,64.94500000000001,60.8,76.2,4.309579445839234,0.0,4.152631578947369,,0.13012385368347168,3.0,49.92,4.2,49.92
L2TP,3.168177366256714,64.12,61.5,71.3,2.906303494131333,0.0,2.8736842105263145,,0.13306307792663574,4.3,49.95,10.0,50.18
PPTP,4.447303771972656,67.135,61.5,83.0,5.207328969827045,0.0,5.794736842105262,,0.13400673866271973,2.8,49.8,3.3,49.8
L2TP,3.3144114017486572,66.885,61.2,89.9,6.499098014340144,0.0,7.3999999999999995,,0.13303017616271973,3.1,49.85,3.0,49.85
PPTP,3.3784093856811523,63.964999999999996,61.5,70.3,2.3009291601437902,0.0,2.7052631578947395,,0.12717509269714355,3.2,49.9,3.8,49.9
L2TP,3.426422595977783,64.855,61.8,71.3,2.9358942419644474,0.0,2.657894736842106,,0.13077139854431152,3.5,49.95,2.3,49.92
PPTP,3.499957323074341,66.58999999999999,61.5,76.2,4.365306403907978,0.0,5.784210526315792,,0.1261897087097168,2.7,49.85,3.2,49.85
L2TP,3.507831335067749,66.345,61.5,86.9,5.988361629026757,0.0,6.352631578947369,,0.13401460647583008,3.4,49.85,2.5,49.85
PPTP,4.487946033477783,63.92500000000001,61.8,68.3,1.9441900627253514,0.0,2.284210526315792,,0.13007283210754395,3.2,49.87,3.8,49.9
L2TP,4.121464967727661,64.80000000000001,60.9,73.2,3.1408597549078827,0.0,2.831578947368424,,0.14187192916870117,3.9,49.92,3.8,49.92
PPTP,4.662294387817383,64.69500000000001,61.5,73.2,3.1060384736831583,0.0,3.0578947368421043,,0.13593411445617676,2.8,49.97,2.0,50.0
L2TP,3.3939244747161865,68.30499999999998,60.8,83.0,7.053047213793482,0.0,8.757894736842104,,0.13034510612487793,3.3,50.0,3.3,50.0
PPTP,3.1282811164855957,67.81499999999998,60.9,85.8,6.697258767585435,0.0,8.542105263157893,,0.12716245651245117,3.3,49.82,3.4,49.82
L2TP,4.5966644287109375,65.57500000000002,62.5,78.0,4.115321980112856,0.0,4.542105263157896,,0.12905335426330566,2.6,49.85,2.7,49.85
PPTP,3.127009153366089,66.555,61.5,77.1,5.124009660412439,0.0,4.3578947368421055,,0.13011598587036133,4.9,49.9,2.8,49.9
L2TP,4.829864978790283,68.32,61.5,109.0,10.610212061971241,0.0,6.921052631578948,,0.1281569004058838,3.2,49.9,2.9,49.9
PPTP,3.167104959487915,63.91000000000001,61.9,70.2,2.0223501180557255,0.0,2.400000000000004,,0.12920808792114258,2.6,49.97,2.2,49.97
L2TP,4.170708179473877,63.72000000000001,61.5,71.2,2.2912005586591513,0.0,2.2368421052631593,,0.13207125663757324,3.6,50.0,3.4,50.0
PPTP,4.848846912384033,65.1,61.5,76.2,4.785603410229477,0.0,3.2947368421052623,,0.13100814819335938,3.9,50.08,3.2,50.08
L2TP,4.761428356170654,66.55500000000002,61.1,74.2,3.434745259840967,0.0,4.484210526315788,,0.13110017776489258,3.3,49.9,3.7,49.9
PPTP,4.670743227005005,64.4,61.5,73.2,2.7318491905667126,0.0,3.0947368421052657,,0.13307952880859375,2.8,49.9,3.0,49.87
L2TP,3.337867498397827,66.97,61.5,84.0,6.5099231946314084,0.0,8.1,,0.15262484550476074,3.2,49.95,2.6,49.95
PPTP,3.797454357147217,66.12,61.5,83.0,5.92103031574742,0.0,6.126315789473684,,0.12629365921020508,3.5,49.97,2.7,49.97
L2TP,3.45930814743042,65.72999999999999,61.8,75.2,4.137765097247548,0.0,4.7631578947368425,,0.14174580574035645,3.6,50.03,3.3,50.03
PPTP,3.712104082107544,69.4,61.5,86.8,6.956938982052378,0.0,6.373684210526317,,0.13014745712280273,2.9,50.05,4.3,50.03
L2TP,4.220167875289917,66.24499999999999,61.5,83.0,5.737985273595601,0.0,6.121052631578946,,0.16243934631347656,3.0,50.2,3.1,50.2
PPTP,4.0941221714019775,66.49500000000002,60.4,85.9,6.925927735690001,0.0,6.557894736842107,,0.1353006362915039,3.8,50.28,2.3,50.28
L2TP,4.465604782104492,64.43500000000002,61.5,71.3,2.491440346466277,0.0,3.0421052631578966,,0.13302063941955566,3.7,50.33,4.1,50.3
PPTP,3.61234712600708,65.99000000000002,61.5,77.1,4.258156878274918,0.0,4.14736842105263,,0.14378905296325684,3.1,50.36,3.6,50.36
L2TP,4.41901707649231,66.24,61.5,85.9,6.06130349017437,0.0,5.742105263157894,,0.12815093994140625,3.0,50.43,3.1,50.43
PPTP,4.209746599197388,67.60000000000001,60.8,84.9,6.4813578824193945,0.0,6.710526315789477,,0.12636542320251465,4.2,50.86,3.3,50.58
L2TP,3.1896543502807617,68.50999999999999,61.5,88.8,7.685043916595402,0.0,8.226315789473682,,0.1341257095336914,2.8,50.53,3.8,50.53
PPTP,4.14629340171814,69.245,62.4,89.9,7.758380952234816,0.0,7.868421052631579,,0.12914061546325684,3.6,50.58,3.3,50.58
L2TP,3.351045846939087,66.41,60.8,76.2,4.762236869371367,0.0,3.521052631578947,,0.13109755516052246,3.3,50.38,3.8,50.41
PPTP,4.376055479049683,66.23,60.9,76.2,4.103669089973021,0.0,4.836842105263158,,0.13106393814086914,3.3,50.41,3.8,50.41
L2TP,3.9641644954681396,64.28999999999999,61.8,70.3,1.844695096757185,0.0,1.8105263157894746,,0.1282505989074707,2.9,50.48,2.5,50.46
PPTP,4.441014766693115,64.08500000000001,61.5,71.2,2.377030710781838,0.0,2.4210526315789496,,0.14042925834655762,3.0,50.48,3.3,50.48
L2TP,4.791631460189819,65.6,60.5,75.2,4.4912136444395525,0.0,4.984210526315792,,0.14095592498779297,2.9,50.53,3.0,50.53
PPTP,3.6703848838806152,64.24999999999999,60.8,75.1,3.700337822415676,0.0,3.7526315789473683,,0.13008499145507812,3.0,50.48,3.2,50.48
L2TP,4.583116054534912,66.21000000000001,61.5,73.2,3.5761571553834157,0.0,3.7842105263157912,,0.12621641159057617,3.2,50.51,3.5,50.51
PPTP,3.3908824920654297,67.21000000000001,60.8,92.4,7.608541253091818,0.0,8.036842105263156,,0.13205790519714355,3.6,50.3,3.3,50.3
L2TP,4.216249227523804,67.13499999999999,61.5,83.0,5.648475458032902,0.0,6.378947368421052,,0.13711786270141602,3.0,50.36,2.3,50.36
PPTP,4.307363510131836,64.73,61.5,74.2,3.204699673916419,0.0,3.742105263157897,,0.13443803787231445,3.5,50.38,2.7,50.38
L2TP,4.873104810714722,66.19500000000002,62.2,74.2,3.566717678762926,0.0,4.157894736842106,,0.1263136863708496,4.1,50.38,3.3,50.38
PPTP,3.1966378688812256,67.485,61.5,86.9,6.953508107423189,0.0,8.95263157894737,,0.13496899604797363,2.8,50.43,3.2,50.46
L2TP,3.9205238819122314,65.15,60.5,76.1,3.897499198203893,0.0,4.736842105263157,,0.12937188148498535,2.5,50.51,3.0,50.51
PPTP,3.5968401432037354,74.8,62.5,222.0,34.17973083568681,0.0,21.673684210526314,,0.1285562515258789,2.3,50.3,2.5,50.3
L2TP,4.26629638671875,66.2,61.8,79.7,5.028419234709849,0.0,3.731578947368422,,0.13306212425231934,2.5,50.3,2.8,50.3
PPTP,4.797907114028931,65.97,60.9,87.8,6.434757182675971,0.0,5.942105263157894,,0.12916946411132812,4.6,50.28,2.8,50.28
L2TP,4.264060735702515,65.64000000000001,61.5,93.0,6.946178805645591,0.0,4.636842105263159,,0.13020801544189453,3.1,50.33,4.0,50.33
PPTP,3.3971474170684814,68.16499999999999,62.5,80.2,5.36938311168052,0.0,5.989473684210526,,0.13301873207092285,3.0,50.36,3.0,50.36
L2TP,3.250962018966675,64.77000000000001,61.5,75.1,3.2626829450622377,0.0,3.668421052631578,,0.14280176162719727,3.0,50.38,3.3,50.38
PPTP,4.857226848602295,64.66999999999999,61.5,75.2,3.3768476424026,0.0,3.173684210526317,,0.12526512145996094,3.8,50.38,3.6,50.36
L2TP,4.764838695526123,66.58,60.8,85.9,5.99029214646498,0.0,6.089473684210529,,0.14589500427246094,2.9,50.43,3.5,50.41
PPTP,3.157393217086792,66.9,61.6,76.2,4.489097904924775,0.0,5.352631578947368,,0.13600659370422363,3.9,50.53,3.9,50.46
L2TP,3.6955230236053467,67.005,61.5,81.0,4.753574970482742,0.0,5.515789473684211,,0.13408112525939941,3.4,50.3,2.6,50.3
PPTP,4.313382387161255,64.60499999999999,61.4,78.2,4.495161287428963,0.0,3.126315789473686,,0.14020538330078125,3.0,50.33,3.7,50.3
L2TP,3.3597028255462646,67.05,61.5,78.1,4.388450751689028,0.0,5.6684210526315795,,0.1310577392578125,2.8,50.33,3.3,50.33
PPTP,4.784024000167847,66.51,61.8,76.5,4.356592705314555,0.0,4.842105263157895,,0.14472699165344238,3.0,50.38,3.1,50.38
L2TP,3.2958133220672607,64.61000000000001,61.5,74.2,3.551605270859926,0.0,3.742105263157896,,0.1281585693359375,2.7,50.43,2.2,50.43
PPTP,3.5824203491210938,67.715,61.0,83.0,5.974468595615845,0.0,5.963157894736841,,0.13207125663757324,3.1,50.46,3.3,50.46
L2TP,4.6962199211120605,69.19500000000001,61.5,133.0,15.78573644148413,0.0,12.700000000000003,,0.13325262069702148,2.8,50.41,3.3,50.41
PPTP,3.911600351333618,64.63,60.8,80.1,4.576253926521122,0.0,5.0315789473684225,,0.1281416416168213,2.7,50.48,2.5,50.46
L2TP,3.055962085723877,64.69500000000001,61.4,75.2,3.8414157546404697,0.0,3.863157894736843,,0.13013482093811035,3.3,50.48,3.3,50.48
PPTP,3.767096519470215,66.27000000000001,61.5,80.0,4.22541122259124,0.0,3.9578947368421056,,0.12815022468566895,2.7,50.36,4.6,50.36
L2TP,4.819567918777466,66.02000000000001,61.5,85.0,5.08523352462795,0.0,4.715789473684211,,0.127471923828125,2.8,50.36,3.5,50.36
PPTP,3.7377634048461914,66.61000000000001,60.8,104.0,9.183349062297479,0.0,7.6526315789473704,,0.13698053359985352,3.2,50.38,2.7,50.36
L2TP,3.3360097408294678,66.22,61.8,76.1,4.314348154704254,0.0,5.0,,0.13403034210205078,3.9,50.41,3.2,50.41
PPTP,3.4029042720794678,64.28,61.5,76.2,3.549732384279131,0.0,3.3631578947368417,,0.13697218894958496,2.7,50.43,2.7,50.43
L2TP,4.395813703536987,65.295,60.8,72.3,3.2952200230030155,0.0,4.084210526315789,,0.1437976360321045,2.5,50.48,3.7,50.46
PPTP,3.7457706928253174,63.69000000000001,60.9,71.3,2.7779308846693795,0.0,2.4736842105263164,,0.12784337997436523,3.7,50.46,3.6,50.46
L2TP,4.689806222915649,66.295,61.5,78.1,4.864614578771887,0.0,6.042105263157895,,0.12821412086486816,2.5,50.53,3.8,50.53
PPTP,4.499364137649536,68.21000000000001,62.5,90.8,7.223219503794688,0.0,7.057894736842105,,0.13596391677856445,3.9,50.56,2.3,50.56
L2TP,3.195268392562866,65.48,61.5,72.2,3.608961069338377,0.0,4.057894736842107,,0.13786029815673828,3.0,50.41,3.8,50.41
PPTP,3.9233548641204834,67.96000000000001,61.6,85.2,6.949776974838831,0.0,7.536842105263157,,0.1466693878173828,4.0,50.41,3.8,50.38
L2TP,3.018535614013672,67.21000000000001,60.8,91.8,7.946250688217684,0.0,8.11578947368421,,0.13734078407287598,3.0,50.41,3.0,50.41
PPTP,3.347156286239624,64.475,61.5,74.2,3.3073970127579195,0.0,3.505263157894738,,0.1287238597869873,3.1,50.43,2.5,50.43
L2TP,4.021887302398682,64.895,61.5,80.1,4.373153896217237,0.0,4.878947368421054,,0.13306784629821777,2.9,50.51,2.9,50.48
PPTP,4.022198438644409,67.12,62.5,83.1,5.461281900799482,0.0,5.1000000000000005,,0.13011884689331055,3.3,50.51,2.3,50.51
L2TP,3.8036692142486572,66.10499999999999,61.5,89.8,6.86246857916304,0.0,7.2894736842105265,,0.13611078262329102,2.7,50.48,3.0,50.48
PPTP,3.9768028259277344,66.035,61.8,94.6,7.0892365597432265,0.0,6.326315789473684,,0.13701772689819336,3.1,50.53,3.5,50.51
L2TP,3.0537760257720947,65.59,60.8,79.1,4.686565906930148,0.0,5.157894736842104,,0.13202571868896484,3.3,50.56,2.7,50.56
PPTP,4.334401369094849,67.13499999999999,60.8,91.8,7.580915182219097,0.0,6.757894736842107,,0.129194974899292,4.9,50.58,2.5,50.58
L2TP,3.08003306388855,65.295,60.8,82.0,5.496951427837072,0.0,5.215789473684213,,0.12617802619934082,3.0,50.61,3.4,50.61
PPTP,4.49641752243042,65.275,61.5,84.0,4.810288452889286,0.0,3.9631578947368427,,0.12723851203918457,3.3,50.41,3.5,50.41
L2TP,4.291464328765869,67.02000000000001,62.5,79.1,4.971679796607981,0.0,5.421052631578946,,0.14084553718566895,3.0,50.43,3.6,50.43
PPTP,4.104109048843384,64.68499999999999,61.8,82.2,4.763745900024476,0.0,4.115789473684211,,0.12815189361572266,4.0,50.46,2.8,50.46
L2TP,4.56780743598938,64.6,60.8,72.3,3.0543411728227086,0.0,4.331578947368421,,0.13202977180480957,3.6,50.48,3.6,50.48
PPTP,4.764293193817139,64.45500000000001,60.7,81.1,4.421365739225833,0.0,3.90526315789474,,0.12810397148132324,2.5,50.51,2.3,50.51
L2TP,3.346212863922119,66.57000000000001,60.8,80.1,5.811118653065,0.0,5.357894736842105,,0.14177799224853516,4.0,50.53,3.6,50.53
PPTP,3.667249917984009,67.14500000000001,62.5,96.7,7.50409721418906,0.0,6.773684210526315,,0.13647794723510742,2.6,50.71,3.3,50.69
L2TP,3.1226511001586914,65.12,60.7,71.3,3.0616335509005634,0.0,3.2736842105263158,,0.1271975040435791,2.6,50.64,3.4,50.64
PPTP,3.1679656505584717,64.245,61.5,74.2,3.4296464832399276,0.0,3.8263157894736852,,0.13099288940429688,4.0,50.64,2.5,50.61
L2TP,4.20356011390686,65.49000000000001,60.8,84.0,6.0411008930492125,0.0,5.878947368421055,,0.13010334968566895,3.3,50.48,2.6,50.48
PPTP,3.272294044494629,67.08000000000001,60.7,83.1,5.9372215724192055,0.0,5.8473684210526296,,0.12714767456054688,2.5,50.48,2.4,50.51
L2TP,4.189637184143066,65.64000000000001,61.2,84.0,5.471508018818942,0.0,4.921052631578946,,0.13158369064331055,3.1,50.51,3.0,50.51
PPTP,3.0632715225219727,65.045,61.5,76.2,4.203031643944642,0.0,4.389473684210526,,0.126206636428833,4.0,50.48,3.4,50.48
L2TP,3.5454375743865967,68.80000000000001,61.6,113.0,12.02593031744322,0.0,9.131578947368421,,0.13796663284301758,3.6,50.53,3.6,50.51
PPTP,3.2421724796295166,64.455,60.8,77.1,3.778686941253534,0.0,3.189473684210525,,0.12655925750732422,3.2,50.58,2.2,50.56
L2TP,4.573318719863892,65.965,61.1,79.1,4.3437627697654015,0.0,4.8315789473684205,,0.1281275749206543,3.7,50.61,2.5,50.61
PPTP,4.155819892883301,68.08500000000001,61.5,102.0,8.979213495624213,0.0,8.857894736842104,,0.14183568954467773,3.3,50.66,2.8,50.66
L2TP,4.4427809715271,67.16,62.5,84.2,5.23558974710586,0.0,5.089473684210529,,0.12819480895996094,3.2,50.64,3.9,50.64
PPTP,3.10284161567688,67.14500000000001,60.6,89.1,6.873461646070339,0.0,8.042105263157895,,0.12814617156982422,4.1,50.66,3.5,50.69
L2TP,4.386197328567505,65.22000000000001,61.5,81.0,4.7020846440701165,0.0,4.56842105263158,,0.13216018676757812,2.7,50.51,2.7,50.51
PPTP,4.468068838119507,65.48499999999999,61.5,97.6,7.7974531098301565,0.0,5.510526315789475,,0.130112886428833,3.0,50.53,3.2,50.53
L2TP,4.304631471633911,68.72999999999999,61.5,104.0,10.037335303754677,0.0,8.484210526315788,,0.13205504417419434,3.1,50.53,3.0,50.51
PPTP,4.771980285644531,68.28500000000001,61.8,85.9,6.876719784897448,0.0,8.642105263157896,,0.12914180755615234,3.8,50.56,3.3,50.56
L2TP,4.894939184188843,65.78999999999999,61.5,79.1,4.809667348164528,0.0,5.236842105263157,,0.1486365795135498,2.7,50.61,3.4,50.58
PPTP,3.913097381591797,64.86000000000001,61.5,72.3,3.103771898835351,0.0,4.026315789473686,,0.12907862663269043,3.0,50.64,3.5,50.64
L2TP,3.0649592876434326,66.08000000000001,61.5,81.3,5.53846549145158,0.0,6.278947368421053,,0.13598203659057617,3.1,50.61,3.8,50.61
PPTP,4.552779674530029,66.25500000000002,61.5,77.1,4.544609444165692,0.0,5.794736842105263,,0.13111424446105957,4.0,50.66,3.9,50.66
L2TP,3.3164827823638916,64.61500000000001,61.8,72.2,2.7945080067876003,0.0,2.957894736842109,,0.12520503997802734,4.1,50.69,3.0,50.69
PPTP,3.4473047256469727,66.635,61.6,80.1,4.84574813625306,0.0,5.678947368421054,,0.13299107551574707,4.7,50.69,2.5,50.69
L2TP,3.6431620121002197,66.035,61.5,73.2,3.4288883038092677,0.0,3.9894736842105254,,0.1349632740020752,3.8,50.74,5.3,50.56
PPTP,3.138559103012085,66.47999999999999,60.8,76.2,4.660000000000001,0.0,5.5473684210526315,,0.13207054138183594,3.3,50.53,3.5,50.53
L2TP,4.663665056228638,66.45000000000002,61.5,84.0,4.770901382338561,0.0,4.473684210526315,,0.1428816318511963,4.3,50.58,3.0,50.58
PPTP,4.656447649002075,67.2,61.5,86.9,5.717779289199611,0.0,5.763157894736843,,0.1359562873840332,3.6,50.58,2.4,50.58
L2TP,4.799049377441406,67.36500000000001,62.5,78.8,5.003126522485713,0.0,4.605263157894737,,0.12814617156982422,3.5,50.69,3.0,50.66
PPTP,3.516984701156616,64.66000000000001,60.9,74.2,2.8876287850068274,0.0,3.5578947368421088,,0.12914323806762695,3.4,50.64,2.5,50.64
L2TP,3.070802688598633,66.17,61.5,85.9,5.873933945832214,0.0,5.942105263157896,,0.12816762924194336,3.8,50.66,4.0,50.66
PPTP,3.1658666133880615,67.56500000000001,61.5,80.1,5.697040898571818,0.0,5.389473684210524,,0.13496994972229004,3.8,50.69,3.3,50.71
L2TP,3.625312566757202,68.4,61.5,111.0,11.269250196885329,0.0,10.63684210526316,,0.1388561725616455,3.5,50.74,2.8,50.71
PPTP,3.1752262115478516,67.94500000000001,61.4,93.7,8.26531759825356,0.0,8.768421052631581,,0.13985919952392578,3.6,50.56,3.8,50.56
L2TP,4.843878507614136,66.07000000000001,61.5,83.9,6.270653873401083,0.0,3.9894736842105263,,0.14092707633972168,3.0,50.58,3.6,50.58
PPTP,4.57824444770813,66.36000000000001,60.8,81.0,4.9808031480876656,0.0,5.8578947368421055,,0.12813186645507812,3.3,50.64,4.3,50.61
L2TP,4.626977920532227,66.56,61.9,76.6,4.157691667259608,0.0,5.33157894736842,,0.1521625518798828,4.0,50.66,2.7,50.64
PPTP,3.1167521476745605,65.89500000000001,61.5,83.0,5.03274030722826,0.0,5.673684210526315,,0.1272449493408203,4.0,50.61,2.7,50.66
L2TP,3.360255718231201,63.95,61.0,78.1,3.704929149120128,0.0,2.5842105263157906,,0.13217520713806152,3.5,50.64,3.5,50.64
PPTP,3.0317535400390625,64.80499999999999,60.8,79.1,4.599725535290122,0.0,4.810526315789475,,0.13347649574279785,2.8,50.66,3.8,50.66
L2TP,4.395015478134155,67.09,61.3,85.0,6.694393176382754,0.0,8.110526315789475,,0.1321415901184082,3.8,50.64,13.6,50.66
PPTP,4.312880039215088,65.05,61.8,73.3,3.193822161611381,0.0,2.9631578947368418,,0.12815284729003906,3.6,50.56,3.6,50.53
L2TP,4.766701698303223,67.055,61.5,83.9,5.730311946133474,0.0,6.4894736842105285,,0.14673995971679688,0.4,50.58,0.2,50.58
PPTP,4.212385177612305,73.65,62.0,105.0,14.350174214970352,0.0,13.263157894736842,,0.2280592918395996,0.4,50.58,0.0,50.58
L2TP,4.208410263061523,87.225,62.5,184.0,26.249264275403988,0.0,21.478947368421053,,0.15161561965942383,0.2,49.64,0.2,49.62
PPTP,3.246525764465332,73.82,62.5,95.7,9.203781831399525,0.0,7.478947368421053,,0.15653228759765625,0.0,49.7,0.2,49.7
L2TP,3.0379862785339355,70.97999999999999,62.5,103.0,10.8250912236341,0.0,9.815789473684212,,0.21274876594543457,0.2,49.72,0.4,49.72
PPTP,4.185182332992554,77.78,62.4,155.0,21.959521852718016,0.0,19.03684210526316,,0.14185404777526855,0.0,49.8,0.2,49.8
L2TP,3.3964531421661377,82.02,62.3,115.0,14.448965360883111,0.0,15.768421052631577,,0.18880414962768555,0.2,49.24,0.4,49.24
PPTP,3.7642252445220947,85.03500000000001,61.5,190.0,27.120108314680454,0.0,22.43157894736842,,0.1408374309539795,0.0,49.21,0.0,49.21
L2TP,4.049754858016968,72.63000000000001,61.5,104.0,12.462226927800664,0.0,11.373684210526315,,0.14599180221557617,0.3,49.24,0.2,49.24
PPTP,4.121288537979126,88.275,62.4,147.0,22.935297578187207,0.0,21.126315789473683,,0.13496732711791992,0.4,49.16,0.0,49.16
L2TP,4.445318222045898,78.925,62.4,123.0,14.138135485275278,0.0,11.478947368421053,,0.17133402824401855,0.4,49.19,0.3,49.19
PPTP,3.4590418338775635,102.75999999999999,62.3,378.0,70.16766634283913,0.0,38.49473684210526,,0.24760174751281738,0.4,49.24,0.3,49.24
L2TP,3.2370753288269043,75.66499999999999,62.2,132.0,17.438700496309924,0.0,13.778947368421056,,0.13692593574523926,0.5,49.01,0.2,49.01
PPTP,3.303591728210449,90.225,62.5,149.0,22.80629025071811,0.0,23.289473684210527,,0.14770841598510742,0.0,48.98,0.0,48.98
L2TP,4.563888072967529,80.71000000000001,62.4,110.0,14.898318697087936,0.0,17.94736842105263,,0.14676356315612793,0.5,49.01,0.5,49.01
PPTP,3.4992921352386475,87.805,62.5,174.0,30.689256670698303,0.0,34.794736842105266,,0.13312005996704102,0.0,49.09,0.2,49.09
L2TP,4.018676996231079,74.27000000000001,61.5,106.0,14.631954756627701,0.0,12.215789473684211,,0.15747332572937012,0.3,49.11,0.0,49.11
PPTP,3.2842235565185547,74.49500000000002,62.5,146.0,19.303328080929465,0.0,14.431578947368424,,0.15174293518066406,0.4,49.19,0.0,49.19
L2TP,3.8169164657592773,97.69,62.5,180.0,32.15904071952396,0.0,28.678947368421053,,0.18100786209106445,0.2,49.26,0.4,49.26
PPTP,4.39002251625061,103.78,62.5,213.0,44.814401703024004,0.0,40.915789473684214,,0.19368362426757812,0.0,49.29,0.4,49.29
L2TP,4.1659698486328125,83.655,62.4,234.0,36.58177790922688,0.0,20.50526315789474,,0.18097734451293945,0.0,49.31,0.4,49.29
PPTP,3.3483073711395264,66.925,61.5,94.6,8.680430576878084,0.0,5.784210526315792,,0.13405728340148926,0.0,49.34,0.2,49.34
L2TP,4.4540956020355225,68.38000000000001,62.5,90.8,8.081930462457592,0.0,6.231578947368419,,0.15349626541137695,0.5,49.14,0.3,49.14
PPTP,4.152949333190918,71.995,61.5,103.0,14.73524601084081,0.0,7.778947368421055,,0.16333913803100586,0.0,49.11,0.3,49.09
L2TP,4.13749623298645,73.2,61.5,137.0,17.708359607823645,0.0,12.036842105263156,,0.13307785987854004,0.2,49.11,0.4,49.11
PPTP,3.4952383041381836,81.155,62.5,138.0,19.310320427170545,0.0,15.331578947368422,,0.13112616539001465,0.5,49.16,0.5,49.16
L2TP,3.45691180229187,72.475,62.5,140.0,19.077968314262396,0.0,14.852631578947367,,0.3108177185058594,0.2,49.19,0.5,49.16
PPTP,4.789714813232422,79.55,62.5,108.0,12.622222466744912,0.0,10.536842105263158,,0.1466989517211914,0.2,49.24,0.2,49.24
L2TP,4.87748384475708,90.525,62.5,180.0,35.423450918847536,0.0,36.252631578947366,,0.16134262084960938,0.2,49.26,0.4,49.26
PPTP,4.021766662597656,71.715,61.7,142.0,17.238221340962063,0.0,11.78421052631579,,0.17508554458618164,16.5,49.29,0.5,49.29
L2TP,4.474791765213013,69.215,62.4,99.6,9.328787434602633,0.0,7.7578947368421085,,0.1555488109588623,0.0,49.31,0.4,49.31
PPTP,3.277655839920044,79.345,62.4,179.0,26.7774433992493,0.0,18.294736842105266,,0.12911629676818848,0.2,49.29,0.2,49.29
L2TP,4.795067548751831,87.00500000000001,61.5,258.0,41.96160715463601,0.0,29.521052631578954,,0.15259146690368652,0.3,49.09,0.2,49.11
PPTP,3.2164673805236816,81.98,62.5,136.0,23.900200835976257,0.0,26.80526315789474,,0.1526033878326416,0.2,49.11,0.3,49.14
L2TP,4.66675329208374,80.55499999999999,62.5,166.0,25.1846476052376,0.0,18.30526315789474,,0.14958715438842773,0.3,49.16,0.0,49.14
PPTP,4.896469354629517,82.96000000000001,62.4,159.0,27.525522701667267,0.0,20.999999999999996,,0.19348597526550293,0.2,49.16,0.0,49.16
L2TP,4.263585329055786,75.27499999999999,61.8,136.0,15.896096218883429,0.0,14.810526315789476,,0.14268112182617188,0.0,49.19,0.0,49.19
